path,class,ita,skin_tone_group
datasets\final\test\Normal\train_Image1538.jpeg,Normal,20.510860443115234,FST IV (Olive)
datasets\final\test\Normal\train_Image1559.jpeg,Normal,14.676393508911133,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1560.jpeg,Normal,41.46770477294922,FST I-II (Light)
datasets\final\test\Normal\train_Image1570.jpeg,Normal,7.516441345214844,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1572.jpeg,Normal,43.61408233642578,FST I-II (Light)
datasets\final\test\Normal\train_Image1573.jpeg,Normal,52.594642639160156,FST I-II (Light)
datasets\final\test\Normal\train_Image1583.jpeg,Normal,52.859840393066406,FST I-II (Light)
datasets\final\test\Normal\train_Image1587.jpeg,Normal,49.9532585144043,FST I-II (Light)
datasets\final\test\Normal\train_Image1592.jpeg,Normal,29.299009323120117,FST III (Medium)
datasets\final\test\Normal\train_Image1619.jpeg,Normal,-15.945396423339844,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1623.jpeg,Normal,30.727487564086914,FST III (Medium)
datasets\final\test\Normal\train_Image1626.jpeg,Normal,4.864514350891113,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1628.jpeg,Normal,24.171443939208984,FST IV (Olive)
datasets\final\test\Normal\train_Image1633.jpeg,Normal,20.85445785522461,FST IV (Olive)
datasets\final\test\Normal\train_Image1644.jpeg,Normal,34.54375076293945,FST III (Medium)
datasets\final\test\Normal\train_Image1645.jpeg,Normal,44.16968536376953,FST I-II (Light)
datasets\final\test\Normal\train_Image1665.jpeg,Normal,34.07719802856445,FST III (Medium)
datasets\final\test\Normal\train_Image1686.jpeg,Normal,7.214262008666992,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1699.jpeg,Normal,26.737110137939453,FST IV (Olive)
datasets\final\test\Normal\train_Image1712.jpeg,Normal,5.937416076660156,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1722.jpeg,Normal,41.273353576660156,FST I-II (Light)
datasets\final\test\Normal\train_Image1724.jpeg,Normal,-15.292988777160645,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1750.jpeg,Normal,14.142346382141113,FST V-VI (Dark)
datasets\final\test\Normal\train_Image196.jpeg,Normal,20.05023765563965,FST IV (Olive)
datasets\final\test\Normal\train_Image202.jpeg,Normal,24.623565673828125,FST IV (Olive)
datasets\final\test\Normal\train_Image206.jpeg,Normal,27.5972957611084,FST IV (Olive)
datasets\final\test\Normal\train_Image207.jpeg,Normal,24.08319664001465,FST IV (Olive)
datasets\final\test\Normal\train_Image211.jpeg,Normal,32.446632385253906,FST III (Medium)
datasets\final\test\Normal\train_Image230.jpeg,Normal,16.97970962524414,FST V-VI (Dark)
datasets\final\test\Normal\train_Image249.jpeg,Normal,29.61793327331543,FST III (Medium)
datasets\final\test\Normal\train_Image250.jpeg,Normal,27.63160514831543,FST IV (Olive)
datasets\final\test\Normal\train_Image251.jpeg,Normal,33.41372299194336,FST III (Medium)
datasets\final\test\Normal\train_Image26.jpeg,Normal,28.957218170166016,FST III (Medium)
datasets\final\test\Normal\train_Image262.jpeg,Normal,43.39773941040039,FST I-II (Light)
datasets\final\test\Normal\train_Image263.jpeg,Normal,53.34389114379883,FST I-II (Light)
datasets\final\test\Normal\train_Image27.jpeg,Normal,43.8766975402832,FST I-II (Light)
datasets\final\test\Normal\train_Image274.jpeg,Normal,41.43846893310547,FST I-II (Light)
datasets\final\test\Normal\train_Image288.jpeg,Normal,44.58482360839844,FST I-II (Light)
datasets\final\test\Normal\train_Image30.jpeg,Normal,38.51188659667969,FST III (Medium)
datasets\final\test\Normal\train_Image339.jpeg,Normal,55.049346923828125,FST I-II (Light)
datasets\final\test\Normal\train_Image341.jpeg,Normal,9.688786506652832,FST V-VI (Dark)
datasets\final\test\Normal\train_Image347.jpeg,Normal,43.84032440185547,FST I-II (Light)
datasets\final\test\Normal\train_Image366.jpeg,Normal,41.48625183105469,FST I-II (Light)
datasets\final\test\Normal\train_Image371.jpeg,Normal,31.26373291015625,FST III (Medium)
datasets\final\test\Normal\train_Image380.jpeg,Normal,53.022403717041016,FST I-II (Light)
datasets\final\test\Normal\train_Image386.jpeg,Normal,13.924773216247559,FST V-VI (Dark)
datasets\final\test\Normal\train_Image40.jpeg,Normal,45.0,FST I-II (Light)
datasets\final\test\Normal\train_Image401.jpeg,Normal,33.78508758544922,FST III (Medium)
datasets\final\test\Normal\train_Image402.jpeg,Normal,47.48955535888672,FST I-II (Light)
datasets\final\test\Normal\train_Image404.jpeg,Normal,51.686912536621094,FST I-II (Light)
datasets\final\test\Normal\train_Image425.jpeg,Normal,21.200218200683594,FST IV (Olive)
datasets\final\test\Normal\train_Image427.jpeg,Normal,7.450249195098877,FST V-VI (Dark)
datasets\final\test\Normal\train_Image434.jpeg,Normal,41.61013412475586,FST I-II (Light)
datasets\final\test\Normal\train_Image439.jpeg,Normal,51.916839599609375,FST I-II (Light)
datasets\final\test\Normal\train_Image469.jpeg,Normal,55.89223098754883,FST I-II (Light)
datasets\final\test\Normal\train_Image471.jpeg,Normal,50.194427490234375,FST I-II (Light)
datasets\final\test\Normal\train_Image480.jpeg,Normal,38.24091720581055,FST III (Medium)
datasets\final\test\Normal\train_Image484.jpeg,Normal,18.68735122680664,FST V-VI (Dark)
datasets\final\test\Normal\train_Image488.jpeg,Normal,32.04723358154297,FST III (Medium)
datasets\final\test\Normal\train_Image490.jpeg,Normal,32.35784912109375,FST III (Medium)
datasets\final\test\Normal\train_Image499.jpeg,Normal,43.95074462890625,FST I-II (Light)
datasets\final\test\Normal\train_Image505.jpeg,Normal,25.124958038330078,FST IV (Olive)
datasets\final\test\Normal\train_Image572.jpeg,Normal,55.00798034667969,FST I-II (Light)
datasets\final\test\Normal\train_Image592.jpeg,Normal,41.987213134765625,FST I-II (Light)
datasets\final\test\Normal\train_Image608.jpeg,Normal,40.53284454345703,FST III (Medium)
datasets\final\test\Normal\train_Image620.jpeg,Normal,35.354156494140625,FST III (Medium)
datasets\final\test\Normal\train_Image658.jpeg,Normal,33.28996276855469,FST III (Medium)
datasets\final\test\Normal\train_Image662.jpeg,Normal,53.34389114379883,FST I-II (Light)
datasets\final\test\Normal\train_Image677.jpeg,Normal,44.581790924072266,FST I-II (Light)
datasets\final\test\Normal\train_Image692.jpeg,Normal,55.89223098754883,FST I-II (Light)
datasets\final\test\Normal\train_Image699.jpeg,Normal,24.0389347076416,FST IV (Olive)
datasets\final\test\Normal\train_Image705.jpeg,Normal,5.355824947357178,FST V-VI (Dark)
datasets\final\test\Normal\train_Image706.jpeg,Normal,55.53092575073242,FST I-II (Light)
datasets\final\test\Normal\train_Image707.jpeg,Normal,37.042476654052734,FST III (Medium)
datasets\final\test\Normal\train_Image735.jpeg,Normal,46.52462387084961,FST I-II (Light)
datasets\final\test\Normal\train_Image751.jpeg,Normal,52.1934700012207,FST I-II (Light)
datasets\final\test\Normal\train_Image775.jpeg,Normal,50.74866485595703,FST I-II (Light)
datasets\final\test\Normal\train_Image790.jpeg,Normal,57.308021545410156,FST I-II (Light)
datasets\final\test\Normal\train_Image796.jpeg,Normal,57.177982330322266,FST I-II (Light)
datasets\final\test\Normal\train_Image799.jpeg,Normal,53.18135452270508,FST I-II (Light)
datasets\final\test\Normal\train_Image807.jpeg,Normal,53.078346252441406,FST I-II (Light)
datasets\final\test\Normal\train_Image814.jpeg,Normal,57.893741607666016,FST I-II (Light)
datasets\final\test\Normal\train_Image829.jpeg,Normal,54.987422943115234,FST I-II (Light)
datasets\final\test\Normal\train_Image859.jpeg,Normal,56.57924270629883,FST I-II (Light)
datasets\final\test\Normal\train_Image860.jpeg,Normal,56.37710189819336,FST I-II (Light)
datasets\final\test\Normal\train_Image867.jpeg,Normal,45.38976287841797,FST I-II (Light)
datasets\final\test\Normal\train_Image868.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\train_Image870.jpeg,Normal,47.4730339050293,FST I-II (Light)
datasets\final\test\Normal\train_Image874.jpeg,Normal,46.647029876708984,FST I-II (Light)
datasets\final\test\Normal\train_Image875.jpeg,Normal,46.67919921875,FST I-II (Light)
datasets\final\test\Normal\train_Image883.jpeg,Normal,53.38139724731445,FST I-II (Light)
datasets\final\test\Normal\train_Image887.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\train_Image893.jpeg,Normal,51.828147888183594,FST I-II (Light)
datasets\final\test\Normal\train_Image898.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\train_Image915.jpeg,Normal,56.70643615722656,FST I-II (Light)
datasets\final\test\Normal\train_Image924.jpeg,Normal,53.130104064941406,FST I-II (Light)
datasets\final\test\Normal\train_Image925.jpeg,Normal,52.46270751953125,FST I-II (Light)
datasets\final\test\Normal\train_Image931.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\train_Image964.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\train_Image989.jpeg,Normal,43.08375549316406,FST I-II (Light)
datasets\final\test\Normal\train_Image998.jpeg,Normal,34.17254638671875,FST III (Medium)
datasets\final\test\Normal\valid_Image102.jpeg,Normal,13.861027717590332,FST V-VI (Dark)
datasets\final\test\Normal\valid_Image108.jpeg,Normal,29.538782119750977,FST III (Medium)
datasets\final\test\Normal\valid_Image130.jpeg,Normal,37.002525329589844,FST III (Medium)
datasets\final\test\Normal\valid_Image148.jpeg,Normal,20.96268081665039,FST IV (Olive)
datasets\final\test\Normal\valid_Image162.jpeg,Normal,27.997146606445312,FST IV (Olive)
datasets\final\test\Normal\valid_Image174.jpeg,Normal,37.356624603271484,FST III (Medium)
datasets\final\test\Normal\valid_Image175.jpeg,Normal,33.98952102661133,FST III (Medium)
datasets\final\test\Normal\valid_Image60.jpeg,Normal,43.13905715942383,FST I-II (Light)
datasets\final\test\Normal\valid_Image65.jpeg,Normal,52.54942321777344,FST I-II (Light)
datasets\final\test\Normal\valid_Image95.jpeg,Normal,42.04922103881836,FST I-II (Light)
datasets\final\test\Psoriasis\test_Lichen-Sclerosus-Penis-35.jpg,Psoriasis,27.29027557373047,FST IV (Olive)
datasets\final\test\Psoriasis\test_Lichen-Sclerosus-Penis-5.jpg,Psoriasis,25.4975528717041,FST IV (Olive)
datasets\final\test\Psoriasis\test_Lichen-Sclerosus-Skin-75.jpg,Psoriasis,45.0,FST I-II (Light)
datasets\final\test\Psoriasis\test_pityriasis-rosea-159.jpg,Psoriasis,25.790830612182617,FST IV (Olive)
datasets\final\test\Psoriasis\test_pityriasis-rosea-187.jpg,Psoriasis,33.03794860839844,FST III (Medium)
datasets\final\test\Psoriasis\test_pityriasis-rosea-189.jpg,Psoriasis,38.51692581176758,FST III (Medium)
datasets\final\test\Psoriasis\test_pityriasis-rosea-22.jpg,Psoriasis,31.77419662475586,FST III (Medium)
datasets\final\test\Psoriasis\test_pityriasis-rosea-87.jpg,Psoriasis,35.260555267333984,FST III (Medium)
datasets\final\test\Psoriasis\test_pityriasis-rosea-94.jpg,Psoriasis,41.4964714050293,FST I-II (Light)
datasets\final\test\Psoriasis\test_pityriasis-rubra-pilaris-15.jpg,Psoriasis,26.869813919067383,FST IV (Olive)
datasets\final\test\Psoriasis\test_pityriasis-rubra-pilaris-8.jpg,Psoriasis,33.24332809448242,FST III (Medium)
datasets\final\test\Psoriasis\test_Psoriasis-Chronic-Plaque-183.jpeg,Psoriasis,41.7357177734375,FST I-II (Light)
datasets\final\test\Psoriasis\test_Psoriasis-Histology-11.jpg,Psoriasis,50.55603790283203,FST I-II (Light)
datasets\final\test\Psoriasis\test_Psoriasis-Histology-2.jpg,Psoriasis,52.4314079284668,FST I-II (Light)
datasets\final\test\Psoriasis\test_Psoriasis-Histology-9.jpg,Psoriasis,48.621482849121094,FST I-II (Light)
datasets\final\test\Psoriasis\test_reiter-syndrome-2.jpg,Psoriasis,33.33364486694336,FST III (Medium)
datasets\final\test\Psoriasis\train_08biteLine110105.jpg,Psoriasis,30.672327041625977,FST III (Medium)
datasets\final\test\Psoriasis\train_08PsoriasisOnycholysis.jpg,Psoriasis,28.40189552307129,FST III (Medium)
datasets\final\test\Psoriasis\train_08SebDermBrow.jpg,Psoriasis,35.049373626708984,FST III (Medium)
datasets\final\test\Psoriasis\train_08sebDermEar031306.jpg,Psoriasis,22.61986541748047,FST IV (Olive)
datasets\final\test\Psoriasis\train_08SebDermNLFold.jpg,Psoriasis,18.560321807861328,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_08SebDermPresternal063002.jpg,Psoriasis,40.29214859008789,FST III (Medium)
datasets\final\test\Psoriasis\train_8Psoriasis2-219.jpg,Psoriasis,24.89376449584961,FST IV (Olive)
datasets\final\test\Psoriasis\train_Axillary-Granular-Parakeratosis-2.jpg,Psoriasis,37.342288970947266,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Nitidus-14.jpg,Psoriasis,49.273948669433594,FST I-II (Light)
datasets\final\test\Psoriasis\train_Lichen-Nitidus-20.jpg,Psoriasis,22.42586326599121,FST IV (Olive)
datasets\final\test\Psoriasis\train_lichen-planus-1.jpg,Psoriasis,31.464143753051758,FST III (Medium)
datasets\final\test\Psoriasis\train_lichen-planus-20.jpg,Psoriasis,33.59750747680664,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Drug-3.jpg,Psoriasis,30.18058204650879,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Drug-6.jpg,Psoriasis,40.601295471191406,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Drug-8.jpg,Psoriasis,24.443954467773438,FST IV (Olive)
datasets\final\test\Psoriasis\train_Lichen-Planus-Hypertrophic-13.jpg,Psoriasis,32.207698822021484,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Hypertrophic-9.jpg,Psoriasis,32.58255386352539,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Oral-15.jpg,Psoriasis,32.0053825378418,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Oral-2.jpg,Psoriasis,34.56252670288086,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Oral-38.jpg,Psoriasis,27.3366641998291,FST IV (Olive)
datasets\final\test\Psoriasis\train_Lichen-Planus-Palm-Soles-5.jpg,Psoriasis,27.018569946289062,FST IV (Olive)
datasets\final\test\Psoriasis\train_Lichen-Planus-Palm-Soles-9.jpg,Psoriasis,34.74318313598633,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Planus-Penis-8.jpg,Psoriasis,31.972566604614258,FST III (Medium)
datasets\final\test\Psoriasis\train_lichen-planus-vaginal-12.jpg,Psoriasis,31.934778213500977,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosis-Vulva-21.jpg,Psoriasis,32.09671401977539,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosis-Vulva-29.jpg,Psoriasis,29.538782119750977,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosis-Vulva-38.jpg,Psoriasis,30.141386032104492,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Penis-20.jpg,Psoriasis,29.835540771484375,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Penis-37.jpg,Psoriasis,29.024932861328125,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-10.jpg,Psoriasis,36.74411392211914,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-11.jpg,Psoriasis,34.22636032104492,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-49.jpg,Psoriasis,35.04539489746094,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-50.jpg,Psoriasis,32.82854461669922,FST III (Medium)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-57.jpg,Psoriasis,52.22431564331055,FST I-II (Light)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-63.jpg,Psoriasis,47.57073974609375,FST I-II (Light)
datasets\final\test\Psoriasis\train_Lichen-Sclerosus-Skin-80.jpg,Psoriasis,41.4012336730957,FST I-II (Light)
datasets\final\test\Psoriasis\train_Palmoplantar-Keratoderma-5.jpg,Psoriasis,27.439727783203125,FST IV (Olive)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-22.jpg,Psoriasis,35.80775833129883,FST III (Medium)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-27.jpg,Psoriasis,43.867820739746094,FST I-II (Light)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-33.jpg,Psoriasis,45.0,FST I-II (Light)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-37.jpg,Psoriasis,46.78990936279297,FST I-II (Light)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-4.jpg,Psoriasis,37.95928192138672,FST III (Medium)
datasets\final\test\Psoriasis\train_Pityriasis-Lichenoides-7.jpg,Psoriasis,27.790443420410156,FST IV (Olive)
datasets\final\test\Psoriasis\train_pityriasis-rosea-117.jpg,Psoriasis,43.498207092285156,FST I-II (Light)
datasets\final\test\Psoriasis\train_pityriasis-rosea-14.jpg,Psoriasis,32.39442443847656,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rosea-15.jpg,Psoriasis,40.971736907958984,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rosea-18.jpg,Psoriasis,39.109375,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rosea-186.jpg,Psoriasis,45.830318450927734,FST I-II (Light)
datasets\final\test\Psoriasis\train_pityriasis-rosea-194.jpg,Psoriasis,33.595523834228516,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rosea-23.jpg,Psoriasis,30.390182495117188,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rosea-97.jpg,Psoriasis,51.15916061401367,FST I-II (Light)
datasets\final\test\Psoriasis\train_pityriasis-rubra-pilaris-12.jpg,Psoriasis,29.013708114624023,FST III (Medium)
datasets\final\test\Psoriasis\train_pityriasis-rubra-pilaris-27.jpg,Psoriasis,48.19023513793945,FST I-II (Light)
datasets\final\test\Psoriasis\train_pityriasis-rubra-pilaris-42.jpg,Psoriasis,34.942691802978516,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Anus-10.jpg,Psoriasis,30.448625564575195,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Anus-12.jpg,Psoriasis,30.537548065185547,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Anus-9.jpg,Psoriasis,39.062583923339844,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-114.jpeg,Psoriasis,40.11299133300781,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-117.jpeg,Psoriasis,37.846435546875,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-159.jpeg,Psoriasis,30.131717681884766,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-166.jpeg,Psoriasis,47.164791107177734,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-169.jpeg,Psoriasis,24.638397216796875,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-17.jpeg,Psoriasis,22.89055061340332,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-171.jpeg,Psoriasis,42.954593658447266,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-173.jpeg,Psoriasis,47.94644546508789,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Chronic-Plaque-90.jpeg,Psoriasis,32.774879455566406,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-erythrodermic-13.jpeg,Psoriasis,32.735225677490234,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-erythrodermic-14.jpeg,Psoriasis,44.104827880859375,FST I-II (Light)
datasets\final\test\Psoriasis\train_psoriasis-erythrodermic-29.jpeg,Psoriasis,24.08319664001465,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-erythrodermic-34.jpeg,Psoriasis,12.711132049560547,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-erythrodermic-4.jpeg,Psoriasis,31.90294647216797,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-1.jpeg,Psoriasis,44.02897644042969,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-103.jpeg,Psoriasis,47.91700744628906,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-104.jpeg,Psoriasis,38.56195068359375,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-108.jpeg,Psoriasis,42.3511962890625,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-112.jpeg,Psoriasis,43.46223068237305,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-124.jpeg,Psoriasis,48.99091339111328,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-16.jpeg,Psoriasis,31.429567337036133,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-34.jpeg,Psoriasis,37.983497619628906,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-38.jpg,Psoriasis,23.247270584106445,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-53.jpeg,Psoriasis,26.720745086669922,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-8.jpeg,Psoriasis,38.35692596435547,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Guttate-90.jpeg,Psoriasis,46.15967559814453,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Hand-47.jpg,Psoriasis,33.17851257324219,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-Hand-53.jpeg,Psoriasis,41.88656234741211,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-Hand-55.jpeg,Psoriasis,22.416149139404297,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-Histology-21.jpg,Psoriasis,41.4964714050293,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-HIV-2.jpeg,Psoriasis,23.30489158630371,FST IV (Olive)
datasets\final\test\Psoriasis\train_Psoriasis-inversus-22.jpeg,Psoriasis,39.15543746948242,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-inversus-24.jpeg,Psoriasis,46.796142578125,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-inversus-8.jpeg,Psoriasis,29.659109115600586,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-nails-20.jpeg,Psoriasis,37.609588623046875,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-nails-21.jpeg,Psoriasis,43.593017578125,FST I-II (Light)
datasets\final\test\Psoriasis\train_Psoriasis-nails-26.jpeg,Psoriasis,39.87964630126953,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-nails-3.jpeg,Psoriasis,35.77607727050781,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-nails-32.jpeg,Psoriasis,46.548160552978516,FST I-II (Light)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-106.jpg,Psoriasis,24.227745056152344,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-111.jpeg,Psoriasis,21.447736740112305,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-126.jpeg,Psoriasis,30.661884307861328,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-160.jpeg,Psoriasis,24.0389347076416,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-162.jpeg,Psoriasis,17.94940185546875,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-165.jpeg,Psoriasis,32.14436721801758,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-175.jpeg,Psoriasis,37.26640319824219,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-187.jpg,Psoriasis,18.68191146850586,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-191.jpeg,Psoriasis,20.510860443115234,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-79.jpeg,Psoriasis,24.41073989868164,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-81.jpeg,Psoriasis,8.949458122253418,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-palms-soles-84.jpeg,Psoriasis,39.289405822753906,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-penis-11.jpeg,Psoriasis,40.56733322143555,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-penis-17.jpeg,Psoriasis,-10.261374473571777,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_Psoriasis-penis-23.jpeg,Psoriasis,32.80495071411133,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-penis-24.jpeg,Psoriasis,36.51105499267578,FST III (Medium)
datasets\final\test\Psoriasis\train_Psoriasis-penis-25.jpeg,Psoriasis,31.974157333374023,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-pustular-generalized-13.jpg,Psoriasis,46.11600875854492,FST I-II (Light)
datasets\final\test\Psoriasis\train_psoriasis-pustular-generalized-22.jpeg,Psoriasis,23.110443115234375,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-pustular-generalized-41.jpeg,Psoriasis,24.32557487487793,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-pustular-generalized-48.jpeg,Psoriasis,40.634742736816406,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-pustular-generalized-6.jpeg,Psoriasis,38.25442123413086,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-101.jpeg,Psoriasis,26.732093811035156,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-scalp-106.jpeg,Psoriasis,8.714733123779297,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-scalp-20.jpeg,Psoriasis,18.946504592895508,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-scalp-34.jpeg,Psoriasis,29.913646697998047,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-44.jpeg,Psoriasis,38.955909729003906,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-47.jpeg,Psoriasis,28.940013885498047,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-48.jpeg,Psoriasis,41.295372009277344,FST I-II (Light)
datasets\final\test\Psoriasis\train_psoriasis-scalp-54.jpeg,Psoriasis,40.3286247253418,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-58.jpeg,Psoriasis,23.498565673828125,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-scalp-72.jpeg,Psoriasis,16.858400344848633,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-scalp-81.jpeg,Psoriasis,12.699584007263184,FST V-VI (Dark)
datasets\final\test\Psoriasis\train_psoriasis-scalp-84.jpeg,Psoriasis,28.0948429107666,FST III (Medium)
datasets\final\test\Psoriasis\train_psoriasis-scalp-88.jpeg,Psoriasis,24.502660751342773,FST IV (Olive)
datasets\final\test\Psoriasis\train_psoriasis-scalp-9.jpg,Psoriasis,28.855661392211914,FST III (Medium)
